,price,stock,position,allocation
CBSH,58.79999923706055,0.0,0.0,0.0
CBT,41.150001525878906,0.0,0.0,0.0
CBU,63.0,0.0,0.0,0.0
CBZ,19.81999969482422,0.0,0.0,0.0
CCA,11.5600004196167,0.0,0.0,0.0
CCBG,23.200000762939453,0.0,0.0,0.0
CCCL,1.0299999713897705,0.0,0.0,0.0
CCF,100.52999877929688,0.0,0.0,0.0
CCI,127.69000244140625,0.0,0.0,0.0
CCJ,10.210000038146973,0.0,0.0,0.0
CCK,59.720001220703125,0.0,0.0,0.0
CCL,51.619998931884766,0.0,0.0,0.0
CCLP,3.450000047683716,0.0,0.0,0.0
CCMP,100.0199966430664,0.0,0.0,0.0
CCNE,26.670000076293945,0.0,0.0,0.0
CCO,5.179999828338623,0.0,0.0,0.0
CCOI,57.15999984741211,0.0,0.0,0.0
CCRN,7.420000076293945,0.0,0.0,0.0
CCU,26.440000534057617,0.0,0.0,0.0
CCXI,11.600000381469727,0.0,0.0,0.0
CDE,2.869999885559082,0.0,0.0,0.0
CDMO,3.6600000858306885,0.0,0.0,0.0
CDNS,63.720001220703125,15.0,955.8000183105469,0.009558000455364259
CDOR,9.739999771118164,0.0,0.0,0.0
CDR,2.9200000762939453,0.0,0.0,0.0
CDXC,4.440000057220459,52.0,230.88000297546387,0.0023088000955206033
CDXS,18.739999771118164,0.0,0.0,0.0
CDZI,10.40999984741211,0.0,0.0,0.0
CE,98.62000274658203,0.0,0.0,0.0
CEA,27.299999237060547,0.0,0.0,0.0
CECE,9.279999732971191,0.0,0.0,0.0
CECO,18.299999237060547,0.0,0.0,0.0
CEE,24.899999618530273,0.0,0.0,0.0
CEI,0.20000000298023224,0.0,0.0,0.0
CELG,95.62999725341797,0.0,0.0,0.0
CELGZ,0.6200000047683716,0.0,0.0,0.0
CELH,4.130000114440918,6.0,24.780000686645508,0.00024780001392501637
CEM,12.119999885559082,0.0,0.0,0.0
CENT,28.959999084472656,0.0,0.0,0.0
CENTA,26.100000381469727,0.0,0.0,0.0
CENX,6.010000228881836,0.0,0.0,0.0
CEO,163.89999389648438,0.0,0.0,0.0
CEQP,35.41999816894531,0.0,0.0,0.0
CERN,69.94000244140625,0.0,0.0,0.0
CERS,5.110000133514404,0.0,0.0,0.0
CET,28.969999313354492,0.0,0.0,0.0
CETV,3.6500000953674316,0.0,0.0,0.0
CEV,12.229999542236328,0.0,0.0,0.0
CEVA,22.1200008392334,0.0,0.0,0.0
CF,40.5,0.0,0.0,0.0
CFFI,47.15999984741211,0.0,0.0,0.0
CFFN,13.350000381469727,0.0,0.0,0.0
CFR,95.30000305175781,0.0,0.0,0.0
CFX,25.110000610351562,0.0,0.0,0.0
CG,20.209999084472656,0.0,0.0,0.0
CGA,0.5,0.0,0.0,0.0
CGEN,3.259999990463257,0.0,0.0,0.0
CGNX,42.439998626708984,0.0,0.0,0.0
CGO,12.550000190734863,0.0,0.0,0.0
CHA,48.779998779296875,0.0,0.0,0.0
CHCI,2.690000057220459,34.0,91.4600019454956,0.0009146000455072567
CHCO,74.58999633789062,0.0,0.0,0.0
CHD,75.18000030517578,0.0,0.0,0.0
CHDN,95.26000213623047,0.0,0.0,0.0
CHE,331.6600036621094,0.0,0.0,0.0
CHEF,33.91999816894531,0.0,0.0,0.0
CHFC,39.650001525878906,0.0,0.0,0.0
CHFS,3.4200000762939453,0.0,0.0,0.0
CHH,83.20999908447266,0.0,0.0,0.0
CHI,10.15999984741211,0.0,0.0,0.0
CHK,2.059999942779541,0.0,0.0,0.0
CHKE,0.8899999856948853,0.0,0.0,0.0
CHKP,113.4000015258789,0.0,0.0,0.0
CHKR,1.1399999856948853,0.0,0.0,0.0
CHL,45.09000015258789,0.0,0.0,0.0
CHMG,46.790000915527344,0.0,0.0,0.0
CHN,18.6200008392334,0.0,0.0,0.0
CHNR,1.7000000476837158,0.0,0.0,0.0
CHRW,80.73999786376953,0.0,0.0,0.0
CHS,3.549999952316284,0.0,0.0,0.0
CHSCP,28.43000030517578,0.0,0.0,0.0
CHSP,29.719999313354492,0.0,0.0,0.0
CHT,35.630001068115234,0.0,0.0,0.0
CHTR,375.510009765625,0.0,0.0,0.0
CHU,10.40999984741211,0.0,0.0,0.0
CHUY,22.040000915527344,0.0,0.0,0.0
CHW,7.909999847412109,0.0,0.0,0.0
CHY,10.649999618530273,0.0,0.0,0.0
CI,150.00999450683594,0.0,0.0,0.0
CIA,6.550000190734863,0.0,0.0,0.0
CIB,45.16999816894531,0.0,0.0,0.0
CIDM,1.940000057220459,0.0,0.0,0.0
CIEN,35.33000183105469,0.0,0.0,0.0
CIF,2.5899999141693115,0.0,0.0,0.0
CIG,3.380000114440918,0.0,0.0,0.0
CIGI,61.619998931884766,3.0,184.8599967956543,0.0018486000206137496
CII,15.4399995803833,0.0,0.0,0.0
CIK,3.0899999141693115,0.0,0.0,0.0
CIM,18.75,0.0,0.0,0.0
CINF,99.22000122070312,0.0,0.0,0.0
CIR,42.7400016784668,0.0,0.0,0.0
CIT,49.38999938964844,0.0,0.0,0.0
CIVB,22.170000076293945,0.0,0.0,0.0
CKH,42.15999984741211,0.0,0.0,0.0
CL,71.75,0.0,0.0,0.0
CLAR,13.289999961853027,0.0,0.0,0.0
CLB,51.93000030517578,0.0,0.0,0.0
CLBS,3.009999990463257,0.0,0.0,0.0
CLCT,22.200000762939453,0.0,0.0,0.0
CLDT,19.84000015258789,0.0,0.0,0.0
CLDX,3.109999895095825,0.0,0.0,0.0
CLF,9.3100004196167,0.0,0.0,0.0
CLFD,14.039999961853027,0.0,0.0,0.0
CLGX,40.5,0.0,0.0,0.0
CLH,66.4000015258789,0.0,0.0,0.0
CLI,22.31999969482422,0.0,0.0,0.0
CLIR,0.949999988079071,0.0,0.0,0.0
CLM,11.3100004196167,0.0,0.0,0.0
CLNE,2.9700000286102295,0.0,0.0,0.0
CLR,38.619998931884766,0.0,0.0,0.0
CLRB,1.9900000095367432,0.0,0.0,0.0
CLS,6.550000190734863,0.0,0.0,0.0
CLSN,2.069999933242798,0.0,0.0,0.0
CLUB,2.940000057220459,0.0,0.0,0.0
CLVS,16.579999923706055,0.0,0.0,0.0
CLW,17.799999237060547,0.0,0.0,0.0
CLWT,3.859999895095825,0.0,0.0,0.0
CLX,150.8800048828125,0.0,0.0,0.0
CM,77.0199966430664,0.0,0.0,0.0
CMA,71.6500015258789,0.0,0.0,0.0
CMC,14.65999984741211,0.0,0.0,0.0
CMCO,34.06999969482422,0.0,0.0,0.0
CMCSA,42.72999954223633,0.0,0.0,0.0
CMD,68.7300033569336,0.0,0.0,0.0
CME,186.8000030517578,4.0,747.2000122070312,0.007472000334909575
CMG,667.1199951171875,0.0,0.0,0.0
CMI,159.25,0.0,0.0,0.0
CMO,8.15999984741211,0.0,0.0,0.0
CMP,51.970001220703125,0.0,0.0,0.0
CMPR,89.5,0.0,0.0,0.0
CMRE,5.230000019073486,0.0,0.0,0.0
CMS,57.349998474121094,0.0,0.0,0.0
CMT,7.570000171661377,0.0,0.0,0.0
CMTL,21.81999969482422,0.0,0.0,0.0
CMU,4.519999980926514,0.0,0.0,0.0
CNA,45.61000061035156,0.0,0.0,0.0
CNBKA,90.30000305175781,0.0,0.0,0.0
CNC,55.41999816894531,0.0,0.0,0.0
CNET,1.2200000286102295,0.0,0.0,0.0
CNI,91.31999969482422,0.0,0.0,0.0
CNK,38.459999084472656,0.0,0.0,0.0
CNMD,80.98999786376953,0.0,0.0,0.0
CNO,16.06999969482422,0.0,0.0,0.0
CNOB,21.40999984741211,0.0,0.0,0.0
CNP,29.420000076293945,0.0,0.0,0.0
CNQ,25.84000015258789,0.0,0.0,0.0
CNS,50.9900016784668,0.0,0.0,0.0
CNSL,4.429999828338623,0.0,0.0,0.0
CNTY,9.149999618530273,5.0,45.74999809265137,0.00045749999395836016
CNX,7.420000076293945,0.0,0.0,0.0
CNXN,33.380001068115234,0.0,0.0,0.0
CO,6.260000228881836,0.0,0.0,0.0
COCP,2.549999952316284,0.0,0.0,0.0
CODA,13.039999961853027,0.0,0.0,0.0
CODI,16.40999984741211,0.0,0.0,0.0
COF,89.25,0.0,0.0,0.0
COG,25.610000610351562,0.0,0.0,0.0
COHN,5.900000095367432,0.0,0.0,0.0
COHR,110.55000305175781,0.0,0.0,0.0
COHU,14.529999732971191,0.0,0.0,0.0
COKE,304.3999938964844,0.0,0.0,0.0
COLB,34.86000061035156,0.0,0.0,0.0
COLM,96.63999938964844,0.0,0.0,0.0
CONN,22.110000610351562,0.0,0.0,0.0
COO,291.92999267578125,0.0,0.0,0.0
COOP,9.0600004196167,0.0,0.0,0.0
COP,59.5,0.0,0.0,0.0
COR,119.38999938964844,0.0,0.0,0.0
CORE,37.56999969482422,0.0,0.0,0.0
CORR,39.38999938964844,0.0,0.0,0.0
CORT,10.479999542236328,0.0,0.0,0.0
COST,248.52999877929688,0.0,0.0,0.0
COT,13.279999732971191,0.0,0.0,0.0
COW,49.47999954223633,16.0,791.6799926757812,0.007916800152267159
COWN,15.859999656677246,0.0,0.0,0.0
CP,221.86000061035156,0.0,0.0,0.0
CPA,91.94000244140625,0.0,0.0,0.0
CPAH,1.3700000047683716,0.0,0.0,0.0
CPB,38.11000061035156,0.0,0.0,0.0
CPE,7.0,0.0,0.0,0.0
CPF,28.520000457763672,0.0,0.0,0.0
CPG,3.4700000286102295,0.0,0.0,0.0
CPHI,0.28999999165534973,0.0,0.0,0.0
CPIX,6.400000095367432,11.0,70.40000104904175,0.0007040000305437956
CPK,94.25,0.0,0.0,0.0
CPL,14.819999694824219,0.0,0.0,0.0
CPLP,9.979999542236328,0.0,0.0,0.0
CPRI,39.47999954223633,0.0,0.0,0.0
CPRT,69.94000244140625,0.0,0.0,0.0
CPRX,3.490000009536743,0.0,0.0,0.0
CPS,38.31999969482422,0.0,0.0,0.0
CPSI,26.3700008392334,0.0,0.0,0.0
CPSS,3.430000066757202,0.0,0.0,0.0
CPST,0.8199999928474426,0.0,0.0,0.0
CPT,103.87999725341797,0.0,0.0,0.0
CQP,42.61000061035156,0.0,0.0,0.0
CR,80.5,0.0,0.0,0.0
CRAI,39.79999923706055,0.0,0.0,0.0
CRAY,35.15999984741211,0.0,0.0,0.0
CREE,56.61000061035156,0.0,0.0,0.0
CREG,0.47999998927116394,0.0,0.0,0.0
CRESY,9.720000267028809,0.0,0.0,0.0
CRF,10.970000267028809,0.0,0.0,0.0
CRH,31.600000381469727,0.0,0.0,0.0
CRI,88.47000122070312,0.0,0.0,0.0
CRIS,1.5399999618530273,0.0,0.0,0.0
CRK,5.070000171661377,0.0,0.0,0.0
CRL,128.44000244140625,0.0,0.0,0.0
CRM,153.7100067138672,0.0,0.0,0.0
CRMD,7.0,0.0,0.0,0.0
CRMT,87.47000122070312,0.0,0.0,0.0
CRNT,2.8299999237060547,0.0,0.0,0.0
CROX,21.829999923706055,0.0,0.0,0.0
CRR,1.5499999523162842,0.0,0.0,0.0
CRS,42.75,0.0,0.0,0.0
CRT,12.039999961853027,0.0,0.0,0.0
CRUS,39.349998474121094,0.0,0.0,0.0
CRVL,71.7300033569336,0.0,0.0,0.0
CRWS,4.860000133514404,0.0,0.0,0.0
CRY,27.979999542236328,0.0,0.0,0.0
CRZO,11.109999656677246,0.0,0.0,0.0
CS,11.539999961853027,0.0,0.0,0.0
CSBR,9.09000015258789,0.0,0.0,0.0
CSCO,54.189998626708984,0.0,0.0,0.0
CSFL,22.579999923706055,0.0,0.0,0.0
CSGP,514.3499755859375,0.0,0.0,0.0
CSGS,45.220001220703125,0.0,0.0,0.0
CSII,38.93000030517578,0.0,0.0,0.0
CSIQ,17.3799991607666,0.0,0.0,0.0
CSL,134.05999755859375,0.0,0.0,0.0
CSOD,53.119998931884766,0.0,0.0,0.0
CSQ,12.329999923706055,0.0,0.0,0.0
CSS,6.400000095367432,0.0,0.0,0.0
CSTE,14.199999809265137,0.0,0.0,0.0
CSU,3.809999942779541,0.0,0.0,0.0
CSV,20.18000030517578,0.0,0.0,0.0
CSWC,22.100000381469727,0.0,0.0,0.0
CSX,75.37999725341797,0.0,0.0,0.0
CTAS,224.1999969482422,0.0,0.0,0.0
CTB,28.65999984741211,0.0,0.0,0.0
CTBI,40.66999816894531,0.0,0.0,0.0
CTEK,4.739999771118164,26.0,123.23999404907227,0.001232399975595526
CTG,4.380000114440918,0.0,0.0,0.0
CTHR,1.8799999952316284,0.0,0.0,0.0
CTIC,0.8100000023841858,0.0,0.0,0.0
CTL,9.65999984741211,0.0,0.0,0.0
CTO,59.400001525878906,0.0,0.0,0.0
CTR,9.34000015258789,0.0,0.0,0.0
CTRN,14.630000114440918,0.0,0.0,0.0
CTRP,36.459999084472656,0.0,0.0,0.0
CTS,27.489999771118164,0.0,0.0,0.0
CTSH,61.08000183105469,0.0,0.0,0.0
CTWS,69.4800033569336,0.0,0.0,0.0
CTXS,95.19000244140625,0.0,0.0,0.0
CUB,58.33000183105469,0.0,0.0,0.0
CUBA,6.159999847412109,0.0,0.0,0.0
CUBE,33.54999923706055,0.0,0.0,0.0
CUBI,20.440000534057617,0.0,0.0,0.0
CUI,0.9190000295639038,0.0,0.0,0.0
CUK,50.58000183105469,0.0,0.0,0.0
CULP,18.399999618530273,0.0,0.0,0.0
CUR,0.46000000834465027,0.0,0.0,0.0
CUTR,17.5,0.0,0.0,0.0
CUZ,9.170000076293945,0.0,0.0,0.0
CVBF,20.850000381469727,0.0,0.0,0.0
CVCO,136.10000610351562,0.0,0.0,0.0
CVCY,19.799999237060547,0.0,0.0,0.0
CVE,8.239999771118164,0.0,0.0,0.0
CVGI,6.869999885559082,0.0,0.0,0.0
CVGW,92.16999816894531,0.0,0.0,0.0
CVI,44.0,0.0,0.0,0.0
CVLT,47.4900016784668,0.0,0.0,0.0
CVLY,21.59000015258789,0.0,0.0,0.0
CVM,4.590000152587891,0.0,0.0,0.0
CVR,27.700000762939453,0.0,0.0,0.0
CVS,52.790000915527344,0.0,0.0,0.0
CVTI,16.579999923706055,0.0,0.0,0.0
CVU,7.179999828338623,0.0,0.0,0.0
CVV,3.6500000953674316,0.0,0.0,0.0
CVX,117.87000274658203,0.0,0.0,0.0
CW,115.73999786376953,0.0,0.0,0.0
CWBC,9.949999809265137,0.0,0.0,0.0
CWCO,13.720000267028809,0.0,0.0,0.0
CWST,38.720001220703125,0.0,0.0,0.0
CWT,50.75,0.0,0.0,0.0
CX,4.320000171661377,0.0,0.0,0.0
CXDC,2.2899999618530273,0.0,0.0,0.0
CXE,5.0,0.0,0.0,0.0
CXH,9.460000038146973,0.0,0.0,0.0
CXO,102.87000274658203,0.0,0.0,0.0
CXW,22.299999237060547,0.0,0.0,0.0
CY,15.5,0.0,0.0,0.0
CYAN,3.059999942779541,0.0,0.0,0.0
CYBE,16.100000381469727,0.0,0.0,0.0
CYCC,0.6200000047683716,0.0,0.0,0.0
CYD,13.90999984741211,0.0,0.0,0.0
CYH,3.2200000286102295,0.0,0.0,0.0
CYOU,17.6200008392334,0.0,0.0,0.0
CYRN,1.809999942779541,0.0,0.0,0.0
CYRX,17.040000915527344,4.0,68.16000366210938,0.0006816000560364105
CYTK,9.569999694824219,0.0,0.0,0.0
CYTR,0.5600000023841858,0.0,0.0,0.0
CYTX,0.2800000011920929,0.0,0.0,0.0
CZFC,24.56999969482422,46.0,1130.219985961914,0.011302200181561304
CZNC,27.989999771118164,0.0,0.0,0.0
CZR,9.0600004196167,0.0,0.0,0.0
CZWI,10.850000381469727,0.0,0.0,0.0
CZZ,11.680000305175781,0.0,0.0,0.0
D,78.05000305175781,0.0,0.0,0.0
DAIO,4.179999828338623,16.0,66.87999725341797,0.0006687999915848877
DAKT,7.110000133514404,0.0,0.0,0.0
DAL,54.0,0.0,0.0,0.0
DAN,15.359999656677246,0.0,0.0,0.0
DAR,19.350000381469727,0.0,0.0,0.0
DAVE,4.360000133514404,0.0,0.0,0.0
DB,7.230000019073486,0.0,0.0,0.0
DBD,8.9399995803833,0.0,0.0,0.0
DBL,20.610000610351562,0.0,0.0,0.0
DCAR,1.2899999618530273,0.0,0.0,0.0
DCI,47.900001525878906,0.0,0.0,0.0
DCIX,1.0399999618530273,0.0,0.0,0.0
DCO,48.38999938964844,0.0,0.0,0.0
DCOM,17.8799991607666,0.0,0.0,0.0
DCP,31.780000686645508,0.0,0.0,0.0
DDD,8.289999961853027,0.0,0.0,0.0
DDF,13.65999984741211,0.0,0.0,0.0
DDS,56.310001373291016,0.0,0.0,0.0
DDT,26.559999465942383,0.0,0.0,0.0
DE,136.47000122070312,0.0,0.0,0.0
DECK,147.41000366210938,0.0,0.0,0.0
DEI,40.810001373291016,0.0,0.0,0.0
DENN,19.440000534057617,0.0,0.0,0.0
DEO,167.99000549316406,0.0,0.0,0.0
DEST,1.7300000190734863,0.0,0.0,0.0
DEX,9.649999618530273,0.0,0.0,0.0
DF,1.399999976158142,0.0,0.0,0.0
DFFN,4.769999980926514,0.0,0.0,0.0
DFRG,6.800000190734863,0.0,0.0,0.0
DFS,76.55000305175781,0.0,0.0,0.0
DG,120.63999938964844,0.0,0.0,0.0
DGAZ,122.55999755859375,1.0,122.55999755859375,0.0012256000104970443
DGICA,14.529999732971191,0.0,0.0,0.0
DGII,11.5,0.0,0.0,0.0
DGLD,47.5099983215332,302.0,14348.019493103027,0.14348019901805092
DGLY,2.9700000286102295,0.0,0.0,0.0
DGP,22.760000228881836,0.0,0.0,0.0
DGSE,0.44999998807907104,0.0,0.0,0.0
DGX,97.63999938964844,0.0,0.0,0.0
DHF,3.049999952316284,0.0,0.0,0.0
DHI,43.619998931884766,0.0,0.0,0.0
DHIL,144.0800018310547,0.0,0.0,0.0
DHR,131.6300048828125,0.0,0.0,0.0
DHT,5.610000133514404,0.0,0.0,0.0
DHX,3.6700000762939453,0.0,0.0,0.0
DHY,2.509999990463257,0.0,0.0,0.0
DIN,85.87000274658203,0.0,0.0,0.0
DIOD,32.2599983215332,0.0,0.0,0.0
DIS,132.72999572753906,0.0,0.0,0.0
DISCA,27.239999771118164,0.0,0.0,0.0
DISCB,33.0,0.0,0.0,0.0
DISCK,25.479999542236328,0.0,0.0,0.0
DISH,34.2599983215332,0.0,0.0,0.0
DJCI,14.4399995803833,0.0,0.0,0.0
DJCO,219.10000610351562,0.0,0.0,0.0
DJP,21.700000762939453,0.0,0.0,0.0
DK,33.38999938964844,0.0,0.0,0.0
DKL,30.959999084472656,0.0,0.0,0.0
DKS,36.7599983215332,0.0,0.0,0.0
DKT,25.719999313354492,10.0,257.1999931335449,0.0025720000045986397
DL,5.889999866485596,0.0,0.0,0.0
DLA,21.459999084472656,0.0,0.0,0.0
DLB,62.08000183105469,0.0,0.0,0.0
DLPH,17.200000762939453,0.0,0.0,0.0
DLPN,1.2100000381469727,0.0,0.0,0.0
DLR,119.30999755859375,0.0,0.0,0.0
DLTR,97.45999908447266,0.0,0.0,0.0
DLX,38.83000183105469,0.0,0.0,0.0
DMF,8.449999809265137,0.0,0.0,0.0
DMLP,18.6299991607666,0.0,0.0,0.0
DMO,20.780000686645508,0.0,0.0,0.0
DMRC,63.66999816894531,0.0,0.0,0.0
DNBF,42.0,0.0,0.0,0.0
DNI,11.329999923706055,0.0,0.0,0.0
DNKN,73.66000366210938,0.0,0.0,0.0
DNN,0.5,0.0,0.0,0.0
DNP,11.6899995803833,0.0,0.0,0.0
DNR,1.5499999523162842,0.0,0.0,0.0
DO,8.399999618530273,0.0,0.0,0.0
DOOR,50.689998626708984,0.0,0.0,0.0
DORM,80.5,0.0,0.0,0.0
DOV,91.06999969482422,0.0,0.0,0.0
DOX,60.75,0.0,0.0,0.0
DPG,14.899999618530273,0.0,0.0,0.0
DPW,0.15000000596046448,0.0,0.0,0.0
DPZ,285.30999755859375,0.0,0.0,0.0
DQ,36.439998626708984,0.0,0.0,0.0
DRAD,0.6499999761581421,0.0,0.0,0.0
DRD,1.7200000286102295,0.0,0.0,0.0
DRE,30.729999542236328,0.0,0.0,0.0
DRH,10.5,0.0,0.0,0.0
DRI,120.76000213623047,0.0,0.0,0.0
DRQ,40.27000045776367,0.0,0.0,0.0
DRRX,0.6000000238418579,0.0,0.0,0.0
DRYS,3.640000104904175,0.0,0.0,0.0
DS,4.849999904632568,0.0,0.0,0.0
DSGX,40.599998474121094,0.0,0.0,0.0
DSLV,33.52000045776367,151.0,5061.520069122314,0.05061520213299266
DSPG,13.960000038146973,0.0,0.0,0.0
DSS,0.9700000286102295,0.0,0.0,0.0
DSU,10.729999542236328,0.0,0.0,0.0
DSX,3.259999990463257,0.0,0.0,0.0
DTE,129.3300018310547,1.0,129.3300018310547,0.0012933000551500836
DTF,13.789999961853027,0.0,0.0,0.0
DTQ,25.1200008392334,62.0,1557.4400520324707,0.015574400963960127
DTYS,15.869999885559082,0.0,0.0,0.0
DUC,8.600000381469727,0.0,0.0,0.0
DUK,88.9000015258789,0.0,0.0,0.0
DVA,48.150001525878906,0.0,0.0,0.0
DVAX,6.349999904632568,0.0,0.0,0.0
DVD,2.0799999237060547,0.0,0.0,0.0
DVN,27.170000076293945,0.0,0.0,0.0
DVYL,65.1500015258789,0.0,0.0,0.0
DWDP,30.940000534057617,0.0,0.0,0.0
DWSN,2.240000009536743,0.0,0.0,0.0
DX,5.78000020980835,0.0,0.0,0.0
DXB,24.81999969482422,0.0,0.0,0.0
DXC,51.97999954223633,0.0,0.0,0.0
DXCM,114.45999908447266,0.0,0.0,0.0
DXLG,1.809999942779541,0.0,0.0,0.0
DXPE,33.5099983215332,0.0,0.0,0.0
DXR,8.0,0.0,0.0,0.0
DY,52.36000061035156,0.0,0.0,0.0
DYAI,4.199999809265137,18.0,75.59999656677246,0.0007559999872023168
DYNT,1.6100000143051147,0.0,0.0,0.0
DZSI,11.380000114440918,0.0,0.0,0.0
E,31.040000915527344,0.0,0.0,0.0
EA,92.11000061035156,0.0,0.0,0.0
EAB,25.6200008392334,0.0,0.0,0.0
EAD,8.039999961853027,0.0,0.0,0.0
EAT,38.880001068115234,0.0,0.0,0.0
EBAY,35.95000076293945,0.0,0.0,0.0
EBF,18.790000915527344,0.0,0.0,0.0
EBIX,49.060001373291016,0.0,0.0,0.0
EBMT,16.75,0.0,0.0,0.0
EBR,8.069999694824219,0.0,0.0,0.0
EBS,43.40999984741211,0.0,0.0,0.0
EBSB,16.829999923706055,0.0,0.0,0.0
EBTC,29.559999465942383,0.0,0.0,0.0
EC,17.459999084472656,0.0,0.0,0.0
ECA,6.0,0.0,0.0,0.0
ECF,9.5600004196167,0.0,0.0,0.0
ECHO,20.950000762939453,0.0,0.0,0.0
ECL,182.47999572753906,0.0,0.0,0.0
ECOL,58.709999084472656,0.0,0.0,0.0
ECPG,35.790000915527344,0.0,0.0,0.0
ECT,1.840000033378601,0.0,0.0,0.0
ED,88.37999725341797,5.0,441.89998626708984,0.004418999988545718
EDAP,3.25,0.0,0.0,0.0
EDD,6.489999771118164,0.0,0.0,0.0
EDF,13.170000076293945,0.0,0.0,0.0
EDI,12.569999694824219,0.0,0.0,0.0
EDN,18.229999542236328,0.0,0.0,0.0
EDU,81.16999816894531,0.0,0.0,0.0
EE,59.779998779296875,0.0,0.0,0.0
EEA,8.359999656677246,0.0,0.0,0.0
EEFT,156.13999938964844,0.0,0.0,0.0
EEI,11.09000015258789,8.0,88.72000122070312,0.0008872000374788451
EFC,18.110000610351562,0.0,0.0,0.0
EFII,36.959999084472656,0.0,0.0,0.0
EFR,13.180000305175781,0.0,0.0,0.0
EFSC,40.279998779296875,0.0,0.0,0.0
EFT,13.520000457763672,0.0,0.0,0.0
EFX,121.05999755859375,0.0,0.0,0.0
EGAN,8.279999732971191,0.0,0.0,0.0
EGBN,55.060001373291016,0.0,0.0,0.0
EGF,13.050000190734863,0.0,0.0,0.0
EGHT,23.3799991607666,0.0,0.0,0.0
EGI,0.33000001311302185,0.0,0.0,0.0
EGLE,4.869999885559082,0.0,0.0,0.0
EGO,3.190000057220459,0.0,0.0,0.0
EGOV,15.949999809265137,0.0,0.0,0.0
EGP,112.83000183105469,0.0,0.0,0.0
EGY,1.649999976158142,0.0,0.0,0.0
EHC,59.52000045776367,0.0,0.0,0.0
EHI,9.699999809265137,0.0,0.0,0.0
EHTH,63.29999923706055,0.0,0.0,0.0
EIG,41.630001068115234,0.0,0.0,0.0
EIM,12.329999923706055,0.0,0.0,0.0
EIX,61.70000076293945,0.0,0.0,0.0
EL,165.52999877929688,0.0,0.0,0.0
ELGX,6.639999866485596,0.0,0.0,0.0
ELOX,9.770000457763672,0.0,0.0,0.0
ELP,11.029999732971191,0.0,0.0,0.0
ELS,120.1500015258789,0.0,0.0,0.0
ELTK,1.4800000190734863,0.0,0.0,0.0
ELY,14.760000228881836,0.0,0.0,0.0
EMAN,0.550000011920929,0.0,0.0,0.0
EMCI,36.029998779296875,0.0,0.0,0.0
EMD,13.65999984741211,0.0,0.0,0.0
EME,80.68000030517578,0.0,0.0,0.0
EMF,14.09000015258789,0.0,0.0,0.0
EMKR,3.4200000762939453,0.0,0.0,0.0
EML,24.610000610351562,0.0,0.0,0.0
EMMS,3.5299999713897705,0.0,0.0,0.0
EMN,68.43000030517578,0.0,0.0,0.0
EMO,9.329999923706055,0.0,0.0,0.0
EMR,62.68000030517578,0.0,0.0,0.0
EMX,1.2100000381469727,0.0,0.0,0.0
ENB,36.9900016784668,0.0,0.0,0.0
ENDP,6.119999885559082,0.0,0.0,0.0
ENG,0.7900000214576721,0.0,0.0,0.0
ENIA,7.800000190734863,0.0,0.0,0.0
ENLC,10.899999618530273,0.0,0.0,0.0
ENPH,14.680000305175781,0.0,0.0,0.0
ENR,45.599998474121094,0.0,0.0,0.0
ENS,60.040000915527344,0.0,0.0,0.0
ENSG,53.7400016784668,0.0,0.0,0.0
ENSV,0.5,0.0,0.0,0.0
ENT,0.8500000238418579,0.0,0.0,0.0
ENTG,35.2400016784668,0.0,0.0,0.0
ENV,67.5,0.0,0.0,0.0
ENX,12.130000114440918,0.0,0.0,0.0
ENZ,3.240000009536743,0.0,0.0,0.0
EOD,5.579999923706055,0.0,0.0,0.0
EOG,88.8499984741211,0.0,0.0,0.0
EOI,14.449999809265137,0.0,0.0,0.0
EOS,16.510000228881836,0.0,0.0,0.0
EOT,22.309999465942383,0.0,0.0,0.0
EPAM,166.41000366210938,0.0,0.0,0.0
EPAY,44.56999969482422,0.0,0.0,0.0
EPC,31.690000534057617,0.0,0.0,0.0
EPD,28.209999084472656,0.0,0.0,0.0
EPM,6.46999979019165,0.0,0.0,0.0
EPR,78.81999969482422,0.0,0.0,0.0
EQC,32.06999969482422,0.0,0.0,0.0
EQIX,496.260009765625,0.0,0.0,0.0
EQM,44.779998779296875,0.0,0.0,0.0
EQR,77.11000061035156,0.0,0.0,0.0
EQT,19.56999969482422,0.0,0.0,0.0
ERC,12.260000228881836,0.0,0.0,0.0
ERF,7.800000190734863,0.0,0.0,0.0
ERH,12.800000190734863,0.0,0.0,0.0
ERIC,9.720000267028809,0.0,0.0,0.0
ERIE,205.72999572753906,0.0,0.0,0.0
ERII,9.649999618530273,0.0,0.0,0.0
ERJ,18.510000228881836,0.0,0.0,0.0
ES,74.83999633789062,0.0,0.0,0.0
ESCA,11.449999809265137,0.0,0.0,0.0
ESE,69.61000061035156,0.0,0.0,0.0
ESEA,0.6700000166893005,0.0,0.0,0.0
ESGR,166.8699951171875,0.0,0.0,0.0
ESLT,141.07000732421875,0.0,0.0,0.0
ESS,289.4100036621094,0.0,0.0,0.0
ESSA,15.180000305175781,0.0,0.0,0.0
ESTE,6.730000019073486,0.0,0.0,0.0
ESV,8.850000381469727,0.0,0.0,0.0
ESXB,7.28000020980835,0.0,0.0,0.0
ET,14.470000267028809,0.0,0.0,0.0
ETB,15.630000114440918,0.0,0.0,0.0
